"CNT","SUBNATIO","STRATUM","OECD","NC","SCHOOLID","SC01Q01","SC02Q01","SC02Q02","SC02Q03","SC02Q04","SC03Q01","SC04Q01","SC05Q01","SC07Q01","SC07Q02","SC09Q11","SC09Q12","SC09Q21","SC09Q22","SC09Q31","SC09Q32","SC10Q11","SC10Q12","SC10Q61","SC10Q62","SC10Q21","SC10Q22","SC10Q41","SC10Q42","SC10Q51","SC10Q52","SC11Q01","SC11Q02","SC11Q03","SC13Q01","SC13Q02","SC13Q03","SC14Q01","SC14Q02","SC14Q03","SC14Q04","SC14Q05","SC14Q06","SC14Q07","SC14Q08","SC14Q09","SC14Q10","SC14Q11","SC14Q12","SC14Q13","SC15Q01","SC15Q02","SC15Q03","SC15Q04","SC16Q01","SC16Q02","SC16Q03","SC16Q04","SC16Q05","SC16Q06","SC16Q07","SC16Q08","SC16Q09","SC16Q10","SC16Q11","SC18Q01","SC18Q02","SC18Q03","SC18Q04","SC18Q05","SC18Q06","SC18Q07","SC18Q08","SC19Q01","SC19Q02","SC20Q01","SC21Q05","SC22Q01","SC22Q02","SC22Q03","SC22Q04","SC22Q05","SC22Q06","SC22Q07","SC22Q08","SC22Q09","SC22Q10","SC22Q11","SC22Q12","SC22Q13","SC22Q14","SC22Q15","SC22Q16","SC22Q17","SC22Q18","SC22Q19","SC23Q01","SC24Q01","SC25Q01","SC25Q02","SC25Q03","SC25Q04","SC25Q05","SC25Q06","SC25Q07","SC25Q08","SC25Q09","SC25Q10","SC25Q11","SC25Q12","SC26Q01","SC26Q02","SC26Q03","SC26Q04","SC27Q01","SC27Q02","SC28Q01","SC28Q02","SC29Q01","SC29Q02","SC30Q01","SC30Q02","SC30Q03","SC30Q04","SC31Q01","SC31Q02","SC31Q03","SC31Q04","SC31Q05","SC31Q06","SC31Q07","SC32Q01","SC32Q03","SC32Q04","SC32Q05","SC32Q06","SC32Q07","SC32Q08","SC33Q01A","SC33Q01B","SC33Q01C","SC33Q01D","SC33Q01E","SC33Q02A","SC33Q02B","SC33Q02C","SC33Q02D","SC33Q02E","SC33Q03A","SC33Q03B","SC33Q03C","SC33Q03D","SC33Q03E","SC33Q04A","SC33Q04B","SC33Q04C","SC33Q04D","SC33Q04E","SC33Q05A","SC33Q05B","SC33Q05C","SC33Q05D","SC33Q05E","SC33Q06A","SC33Q06B","SC33Q06C","SC33Q06D","SC33Q06E","SC33Q07A","SC33Q07B","SC33Q07C","SC33Q07D","SC33Q07E","SC33Q08A","SC33Q08B","SC33Q08C","SC33Q08D","SC33Q08E","SC33Q09A","SC33Q09B","SC33Q09C","SC33Q09D","SC33Q09E","SC33Q10A","SC33Q10B","SC33Q10C","SC33Q10D","SC33Q10E","SC33Q11A","SC33Q11B","SC33Q11C","SC33Q11D","SC33Q11E","SC33Q12A","SC33Q12B","SC33Q12C","SC33Q12D","SC33Q12E","SC34Q01","SC34Q02","SC34Q03","SC34Q04","SC34Q05","SC34Q06","SC34Q07","SC34Q08","SC34Q09","SC34Q10","SC34Q11","SC34Q12","SC34Q13","SC34Q14","SC34Q15","SC34Q16","SC34Q17","SC34Q18","SC34Q19","SC34Q20","SC34Q22","SC35Q01","SC35Q02","SC39Q01","SC39Q02","SC39Q03","SC39Q05","SC39Q06","SC39Q07","SC39Q08","SC39Q09","SC39Q10","SC40Q01","SC40Q02","SC40Q03","SC44Q01","SC44Q02","SC44Q03","SC44Q04","SC44Q05","SC44Q06","SC47Q01","SC45Q01","SC46Q01","SC46Q02","SC46Q03","SC46Q05","SC46Q04","SC46Q06","SC46Q09","SC52Q01","SC46Q07","SC46Q08","SC52Q02","SC51Q01","SC51Q02","ABGMATH","ASSESS","CLSIZE","COMPWEB","CREACTIV","LEADCOM","LEADINST","LEADPD","LEADTCH","MACTIV","MATHEXC","PCGIRLS","PROPCERT","PROPMA5A","PROPMATH","PROPQUAL","RATCMP15","RESPCUR","RESPRES","SCHAUTON","SCHLTYPE","SCHSEL","SCHSIZE","SCMATBUI","SCMATEDU","SMRATIO","STRATIO","STUDCLIM","TCFOCST","TCHPARTI","TCMORALE","TCSHORT","TEACCLIM","W_FSCHWT","SENWGT_SCQ","VER_SCQ"
"JPN",3920000,"JPN0101",1,39200,79,1,100,0,0,0,3,2,6,393,328,55,4,55,4,55,4,10,0,10,0,9997,9997,9997,9997,9997,9997,240,40,40,3,3,5,1,1,1,2,3,1,2,1,1,2,2,3,3,2,1,3,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,9,2,1,2,2,1,1,0,2,10,100,10,100,0,0,0,0,0,0,0,9997,2,2,2,2,2,3,1,1,2,2,1,1,1,2,1,1,1,1,3,2,2,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,3,4,4,4,2,3,3,3,2,2,4,3,3,5,30,1,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,8,38,1,3,-1.3694,-1.6346,-1.7186,0.2118,2,3,0.455,1,9997,0.175,1,0.167,1.44,-0.8,-0.8313,3,3,721,-0.763,0.224,72.1,12.649,1.958,0.702,-1.8472,-0.7371,-0.2817,1.0769,26.1566,3.7147,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,80,1,100,0,0,0,4,3,6,300,341,64,0,64,0,64,0,10,0,10,0,9997,9997,9997,9997,9997,9997,200,40,40,3,2,4,2,1,1,2,3,2,2,1,3,2,2,2,3,3,2,3,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,3,1,1,2,1,2,2,2,2,0,1,5,100,65,100,0,6,0,0,1,0,0,9997,2,2,2,2,2,3,1,2,3,2,1,2,1,1,2,2,3,1,2,3,3,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,3,2,3,2,2,3,1,4,4,4,2,3,2,2,3,4,2,1,2,3,20,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,38,1,3,-0.9829,-0.8328,-2.4248,0.2118,3,2,0.532,1,9997,0.156,1,0.2,1.44,-0.7,-0.6029,3,3,641,-0.4622,-0.3482,64.1,10.016,0.8936,-0.6748,1.2429,-0.7371,0.1524,-0.1089,25.8337,3.6688,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,81,1,100,0,0,0,3,3,6,599,0,37,1,37,1,37,1,7,1,7,1,9997,9997,9997,9997,9997,9997,200,42,42,1,1,1,1,1,1,2,2,1,1,1,3,3,3,3,3,2,3,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,3,2,1,1,1,2,2,2,3,1,1,2,1,2,2,1,1,0,1,0,100,0,100,0,0,0,0,0,0,0,9997,1,1,1,1,2,3,1,3,2,3,1,1,1,2,1,1,2,3,1,3,3,3,1,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,1,3,2,2,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,6,38,1,3,-2.3149,-1.6346,-1.7186,-1.4684,2,2,0,1,9997,0.2,1,0.21,1.44,-0.7,-0.6029,3,3,599,-1.0894,0.018,79.867,15.973,0.3493,-0.6748,-1.8472,1.4452,-0.2817,0.2464,30.9241,4.3918,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,82,2,41,52,1,6,5,1,5,861,0,60,23,60,23,60,23,9,2,9,2,9997,9997,9997,9997,9997,9997,290,40,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,1,1,3,1,2,1,1,2,1,1,3,1,1,1,2,2,2,2,2,1,3,0,80,0,80,0,0,0,0,0,0,0,9997,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,1,1,3,2,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,3,3,2,4,2,4,2,2,2,4,3,3,3,4,2,4,2,4,8,64,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,7,33,1,1,-0.6467,-1.2063,-0.3717,-1.9239,4,3,0,1,9997,0.14,1,0.138,1.44,0.15,1.6038,1,3,861,1.3052,1.976,86.1,12.042,0.8936,-0.6748,-1.8472,-0.7371,-1.0911,0.2464,19.4698,2.7651,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,83,2,41,42,0,17,5,1,4,0,368,21,50,21,50,21,50,4,5,4,5,9997,9997,9997,9997,9997,9997,103,51,51,1,3,5,1,1,1,1,1,1,1,1,2,1,2,2,1,3,2,3,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,2,3,2,3,2,1,2,3,2,4,2,3,3,2,3,2,2,3,1,2,0,35,0,35,0,0,0,0,0,0,5,9997,2,2,2,2,2,3,3,2,2,3,1,1,1,2,1,1,2,2,3,3,4,3,3,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,3,3,3,4,3,4,5,3,3,4,5,3,2,2,3,3,4,3,2,0,0,1,2,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,28,1,2,-0.6467,0.0432,-0.1263,-0.3206,2,2,1,1,9997,0.141,1,0.495,1.44,1.69,1.6038,1,3,368,0.1539,1.1619,56.615,8,-0.1621,0.0095,1.2429,-0.7371,-1.0911,-1.4467,37.2361,5.2882,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,84,1,100,0,0,0,5,1,6,409,553,66,0,66,0,66,0,10,0,10,0,9997,9997,9997,9997,9997,9997,320,68,68,3,3,4,1,1,2,2,3,2,2,2,4,3,3,3,3,3,3,3,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,1,0,2,1,100,1,100,4,0,0,0,0,0,0,9997,1,1,1,2,2,3,2,2,2,3,2,2,2,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,3,5,5,2,2,3,3,2,3,2,2,2,10,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,38,1,3,-1.814,-1.2063,-0.3717,0.2118,2,2,0.575,1,9997,0.152,1,0.213,1.44,-0.7,-0.6029,3,3,962,-1.0894,-0.87,96.2,14.576,0.3493,0.0095,-1.8472,0.8541,0.1524,-0.4382,19.3753,2.7516,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,85,1,100,0,0,0,4,1,2,785,9,73,0,73,0,73,0,5,0,5,0,9997,9997,9997,9997,9997,9997,279,240,240,5,5,5,1,1,1,1,1,1,2,1,1,2,2,2,1,2,3,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,9,2,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,1,1,3,0,100,0,100,0,0,0,0,0,0,6,9997,1,1,1,3,2,3,3,2,2,3,2,2,1,2,1,1,1,1,1,1,1,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,6,4,4,4,6,4,4,3,3,3,3,3,3,7,100,1,2,1,1,1,2,1,2,2,2,1,1,2,9,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,1,18,1,1,-0.9829,-1.6346,0.3739,0.2118,0,9,0.011,1,9997,0.068,1,0.86,1.44,-0.8,-0.8313,3,3,794,0.1539,0.7524,158.8,10.877,-0.3977,0.0095,0.7801,0.4686,-1.0911,-0.1089,22.0485,3.1313,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,86,1,98,2,0,0,3,3,5,56,11,49,4,49,3,49,3,3,0,3,0,9997,9997,9997,9997,9997,9997,32,40,40,1,1,3,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,3,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,9,2,2,2,2,3,2,2,2,3,2,3,1,2,2,2,3,2,2,3,0,3,5,100,5,100,0,5,0,0,0,1,0,9997,2,2,2,3,3,3,3,2,2,3,2,2,1,2,2,2,3,1,2,2,2,3,1,1,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,4,3,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,2,2,34,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,33,1,2,-1.814,-1.6346,-2.0431,-0.6535,1,9,0.164,0.99,9997,0.059,0.99,1.25,-0.25,-0.7,-0.8313,3,3,67,-0.1662,0.018,22.333,1.314,-0.3977,-0.6748,-1.8472,-1.4838,0.4567,-0.8958,171.9782,24.4239,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,87,1,100,0,0,0,3,1,4,115,129,58,11,58,11,58,11,6,2,6,2,9997,9997,9997,9997,9997,9997,90,140,70,1,3,3,2,3,1,2,3,3,3,3,4,4,4,4,4,2,2,1,3,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,3,3,3,3,3,3,2,2,3,2,2,4,2,2,2,1,3,3,3,4,2,2,2,5,2,5,0,10,0,0,0,0,0,9997,2,2,2,2,3,2,3,2,2,3,1,2,1,1,1,1,3,3,3,4,3,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,2,2,3,2,6,4,6,5,4,4,6,3,3,4,3,2,4,3,2,10,30,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,6,28,0.5,3,-1.3694,-0.5037,1.7628,0.4499,3,3,0.529,1,9997,0.11,1,1.556,1.44,-0.8,-0.8313,3,3,244,-2.755,-1.6925,34.857,3.843,-1.3831,-0.6748,-1.8472,-0.7371,0.7093,-1.3144,66.1455,9.3938,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,88,1,85,0,15,0,3,1,7,450,412,75,0,75,0,75,0,11,0,11,0,9997,9997,9997,9997,9997,9997,287,42,42,1,1,3,1,1,1,1,1,1,3,3,2,3,4,4,4,3,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,1,1,2,2,2,1,1,1,2,3,3,1,2,3,1,1,2,2,2,0,1,0,0,0,100,0,0,0,0,0,50,0,9997,2,2,2,2,2,3,2,3,2,4,1,1,1,1,1,1,2,3,2,3,3,3,1,3,3,1,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,3,2,2,2,3,2,2,2,2,4,2,2,2,4,2,2,3,3,5,2,3,3,18,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,43,1,3,-0.9829,-1.2063,-2.0431,-1.0424,4,3,0.478,1,9997,0.147,1,0.146,-1.09,-0.8,-1.5265,3,3,862,-2.755,-0.3482,78.364,11.493,1.1879,-0.6748,-1.8472,-0.7371,-1.0911,-0.4382,21.7972,3.0956,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,89,1,94,6,0,0,4,1,6,450,513,54,3,54,3,54,3,7,0,7,0,9997,9997,9997,9997,9997,9997,322,82,82,2,2,5,1,1,1,1,2,1,1,1,2,2,2,2,4,3,3,3,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,3,2,1,2,2,1,1,1,1,2,2,2,1,3,3,1,3,2,2,3,0,1,0,62,0,62,20,0,0,0,0,1,0,9997,2,2,2,2,3,2,2,2,2,3,1,2,1,1,1,1,3,1,1,3,4,3,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,4,3,3,3,2,4,3,3,2,3,3,4,2,4,3,2,3,6,3,3,14,14,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,2,38,1,3,-0.3532,-0.8328,-0.6241,-1.0424,2,3,0.533,1,9997,0.126,1,0.255,1.44,-0.7,-0.6029,3,3,963,-0.763,0.4606,137.571,17.351,1.1879,-0.6748,-1.8472,-0.7371,-1.0911,-0.7478,19.3157,2.7432,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,90,1,35,49,14,2,5,1,6,372,468,63,49,63,49,63,49,9,1,9,1,9997,9997,9997,9997,9997,9997,278,85,85,5,3,5,1,1,1,1,2,1,2,2,3,2,4,2,3,3,3,3,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,3,1,2,3,2,2,1,1,2,2,2,2,1,2,2,2,3,2,1,2,0,1,1,100,0,100,4,2,0,0,0,12,2,9997,1,1,1,1,2,3,2,3,3,2,1,1,1,2,1,2,3,1,3,4,4,3,1,1,1,1,3,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,3,2,3,3,2,2,2,2,3,5,4,5,3,3,3,3,3,3,4,3,2,4,20,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,5,38,1,3,-0.6467,-1.6346,-1.4262,0.6907,2,3,0.557,1,9997,0.109,1,0.306,1.44,-0.62,-0.3533,3,3,840,-1.0894,-0.1702,88.421,9.6,0.3493,-1.2132,0.7801,1.4452,-1.0911,-0.2762,21.4093,3.0405,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,91,1,64,25,11,0,4,1,6,290,423,63,0,63,0,63,0,10,0,10,0,9997,9997,9997,9997,9997,9997,239,40,40,1,1,2,1,1,1,2,3,1,2,2,3,3,4,2,2,2,3,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,3,1,1,2,2,2,1,1,1,1,1,3,1,1,1,1,2,3,1,1,2,1,5,100,5,100,0,0,0,0,0,0,1,9997,2,2,1,1,2,3,1,2,2,1,1,1,1,2,3,3,1,3,2,3,2,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,2,2,2,2,2,2,2,5,4,2,2,5,2,2,1,3,3,4,2,3,5,30,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,6,38,1,2,-1.814,-1.6346,-0.3717,-1.0424,2,3,0.593,1,9997,0.159,1,0.167,1.44,-0.7,-0.6029,3,3,713,-0.763,-0.5214,71.3,11.317,1.1879,0.0095,-1.8472,0.4686,-0.2817,0.6468,25.0668,3.5599,"28NOV13"
"JPN",3920000,"JPN0101",1,39200,92,1,100,0,0,0,3,1,1,13,4,7,2,7,2,7,2,1,0,1,0,9997,9997,9997,9997,9997,9997,2,10,10,3,2,3,1,1,1,1,2,1,1,1,1,2,1,2,2,3,3,3,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,9,3,3,3,3,2,2,1,2,3,2,3,2,2,2,2,2,2,2,2,6,3,0,100,0,100,0,0,0,0,0,0,0,9997,2,2,2,2,2,3,2,2,2,3,2,2,1,2,1,1,1,2,2,3,3,3,2,2,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,3,3,4,2,3,3,4,3,3,3,3,3,3,3,3,0,0,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,2,13,1,0,-1.3694,-0.8328,-0.6241,-1.0424,0,9,0.235,1,9997,0.125,1,5,1.44,-0.7,-0.6029,3,3,17,0.1539,0.7524,17,2.125,-0.8253,0.0095,-1.8472,-0.7371,-1.0911,-0.7478,171.8863,24.4109,"28NOV13"
"JPN",3920000,"JPN0204",1,39200,93,2,35,65,0,0,3,3,5,155,369,32,19,32,19,32,17,3,0,3,0,9997,9997,9997,9997,9997,9997,194,56,56,5,5,5,2,2,2,2,3,2,3,3,3,3,2,2,3,3,3,3,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,3,3,4,3,3,3,1,2,3,2,4,1,3,3,2,2,2,2,3,13,3,15,95,15,95,10,5,0,0,0,0,0,9997,2,2,2,3,3,2,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,4,3,3,3,3,3,4,3,6,3,3,4,1,3,3,4,2,1,3,4,6,0,0,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,1,3,33,1,2,-0.3532,-0.5037,-0.6241,-0.3206,2,2,0.704,1,9997,0.072,0.976,0.289,1.44,0.67,1.6038,1,2,524,-0.4622,-1.053,174.667,12.627,-1.3831,-1.7632,1.2429,-1.4838,0.7093,-1.1788,27.4007,3.8914,"28NOV13"
"JPN",3920000,"JPN0202",1,39200,94,1,100,0,0,0,4,3,5,343,503,68,17,68,17,68,17,5,1,5,1,9997,9997,9997,9997,9997,9997,280,320,200,5,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,3,1,2,2,1,1,1,1,2,2,2,1,100,1,100,0,0,5,0,0,0,0,9997,2,2,2,2,3,2,3,2,2,2,1,1,1,1,1,1,1,1,3,3,3,3,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,3,1,2,2,2,1,2,2,4,2,2,1,2,2,2,1,3,2,2,3,2,8,100,1,2,1,1,1,1,2,2,1,2,1,1,3,1,3,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,3,4,33,0.625,2,-2.3149,-2.1357,-1.4262,-2.4317,1,2,0.595,1,9997,0.072,1,1.143,1.44,-0.7,-0.6029,3,3,846,1.3052,1.976,153.818,11.059,-0.3977,-0.6748,-0.5646,-0.7371,-1.0911,0.2464,19.9313,2.8306,"28NOV13"
"JPN",3920000,"JPN0203",1,39200,95,1,85,0,15,0,4,1,6,215,372,35,17,35,17,35,17,5,3,5,3,9997,9997,9997,9997,9997,9997,200,40,40,2,3,5,2,4,2,2,2,3,3,2,4,3,3,1,2,2,2,3,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,3,2,1,2,2,2,1,1,1,2,2,3,2,1,2,1,3,3,1,2,1,3,0,100,0,100,0,0,0,0,0,0,0,9997,2,2,2,2,2,3,2,3,3,2,1,1,2,2,1,1,2,2,2,2,3,3,3,2,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,3,4,4,2,2,3,3,3,2,2,2,0,0,1,2,2,1,1,2,2,2,2,2,1,1,3,1,2,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9999,9999,2,5,38,1,3,-2.3149,-2.7664,-1.4262,-0.6535,3,3,0.634,1,9997,0.149,1,0.2,1.44,-0.77,-0.3533,3,3,587,-0.1662,-1.053,90.308,13.494,0.8936,-1.2132,-1.8472,-0.7371,1.1868,-0.4382,29.9386,4.2518,"28NOV13"
